Domain,Area,Element,Item,Year,Unit,Value
"Crops","Haiti","Yield","Rice, paddy","2012","hg/ha","24590"
"Crops","Haiti","Yield","Rice, paddy","2013","hg/ha","28789"
"Crops","Haiti","Yield","Rice, paddy","2014","hg/ha","26743"
"Crops","Haiti","Yield","Rice, paddy","2015","hg/ha","25479"
"Crops","Haiti","Yield","Rice, paddy","2016","hg/ha","26101"
"Crops","Haiti","Yield","Rice, paddy","2017","hg/ha","26477"
"Crops","Haiti","Yield","Rice, paddy","2018","hg/ha","26852"
"Crops","Haiti","Yield","Rice, paddy","2019","hg/ha","27228"
"Crops","Haiti","Yield","Sorghum","1961","hg/ha","9150"
"Crops","Haiti","Yield","Sorghum","1962","hg/ha","9175"
"Crops","Haiti","Yield","Sorghum","1963","hg/ha","9200"
"Crops","Haiti","Yield","Sorghum","1964","hg/ha","9250"
"Crops","Haiti","Yield","Sorghum","1965","hg/ha","9350"
"Crops","Haiti","Yield","Sorghum","1966","hg/ha","9365"
"Crops","Haiti","Yield","Sorghum","1967","hg/ha","9400"
"Crops","Haiti","Yield","Sorghum","1968","hg/ha","9450"
"Crops","Haiti","Yield","Sorghum","1969","hg/ha","9858"
"Crops","Haiti","Yield","Sorghum","1970","hg/ha","9767"
"Crops","Haiti","Yield","Sorghum","1971","hg/ha","9814"
"Crops","Haiti","Yield","Sorghum","1972","hg/ha","9817"
"Crops","Haiti","Yield","Sorghum","1973","hg/ha","8438"
"Crops","Haiti","Yield","Sorghum","1974","hg/ha","9310"
"Crops","Haiti","Yield","Sorghum","1975","hg/ha","9643"
"Crops","Haiti","Yield","Sorghum","1976","hg/ha","10385"
"Crops","Haiti","Yield","Sorghum","1977","hg/ha","7300"
"Crops","Haiti","Yield","Sorghum","1978","hg/ha","6000"
"Crops","Haiti","Yield","Sorghum","1979","hg/ha","7867"
"Crops","Haiti","Yield","Sorghum","1980","hg/ha","7410"
"Crops","Haiti","Yield","Sorghum","1981","hg/ha","7597"
"Crops","Haiti","Yield","Sorghum","1982","hg/ha","6877"
"Crops","Haiti","Yield","Sorghum","1983","hg/ha","7390"
"Crops","Haiti","Yield","Sorghum","1984","hg/ha","7588"
"Crops","Haiti","Yield","Sorghum","1985","hg/ha","8512"
"Crops","Haiti","Yield","Sorghum","1986","hg/ha","8000"
"Crops","Haiti","Yield","Sorghum","1987","hg/ha","8000"
"Crops","Haiti","Yield","Sorghum","1988","hg/ha","7997"
"Crops","Haiti","Yield","Sorghum","1989","hg/ha","8073"
"Crops","Haiti","Yield","Sorghum","1990","hg/ha","8000"
"Crops","Haiti","Yield","Sorghum","1991","hg/ha","8182"
"Crops","Haiti","Yield","Sorghum","1992","hg/ha","8333"
"Crops","Haiti","Yield","Sorghum","1993","hg/ha","7875"
"Crops","Haiti","Yield","Sorghum","1994","hg/ha","7500"
"Crops","Haiti","Yield","Sorghum","1995","hg/ha","7675"
"Crops","Haiti","Yield","Sorghum","1996","hg/ha","7469"
"Crops","Haiti","Yield","Sorghum","1997","hg/ha","7692"
"Crops","Haiti","Yield","Sorghum","1998","hg/ha","7400"
"Crops","Haiti","Yield","Sorghum","1999","hg/ha","7692"
"Crops","Haiti","Yield","Sorghum","2000","hg/ha","7000"
"Crops","Haiti","Yield","Sorghum","2001","hg/ha","6250"
"Crops","Haiti","Yield","Sorghum","2002","hg/ha","7791"
"Crops","Haiti","Yield","Sorghum","2003","hg/ha","7913"
"Crops","Haiti","Yield","Sorghum","2004","hg/ha","8261"
"Crops","Haiti","Yield","Sorghum","2005","hg/ha","8696"
"Crops","Haiti","Yield","Sorghum","2006","hg/ha","8696"
"Crops","Haiti","Yield","Sorghum","2007","hg/ha","8696"
"Crops","Haiti","Yield","Sorghum","2008","hg/ha","8696"
"Crops","Haiti","Yield","Sorghum","2009","hg/ha","10125"
"Crops","Haiti","Yield","Sorghum","2010","hg/ha","9262"
"Crops","Haiti","Yield","Sorghum","2011","hg/ha","9086"
"Crops","Haiti","Yield","Sorghum","2012","hg/ha","8978"
"Crops","Haiti","Yield","Sorghum","2013","hg/ha","8530"
"Crops","Haiti","Yield","Sorghum","2014","hg/ha","8108"
"Crops","Haiti","Yield","Sorghum","2015","hg/ha","7502"
"Crops","Haiti","Yield","Sorghum","2016","hg/ha","6996"
"Crops","Haiti","Yield","Sorghum","2017","hg/ha","6485"
"Crops","Haiti","Yield","Sorghum","2018","hg/ha","5203"
"Crops","Haiti","Yield","Sorghum","2019","hg/ha","5464"
"Crops","Haiti","Yield","Sweet potatoes","1961","hg/ha","52174"
"Crops","Haiti","Yield","Sweet potatoes","1962","hg/ha","52055"
"Crops","Haiti","Yield","Sweet potatoes","1963","hg/ha","51948"
"Crops","Haiti","Yield","Sweet potatoes","1964","hg/ha","52500"
"Crops","Haiti","Yield","Sweet potatoes","1965","hg/ha","52381"
"Crops","Haiti","Yield","Sweet potatoes","1966","hg/ha","52273"
"Crops","Haiti","Yield","Sweet potatoes","1967","hg/ha","52174"
"Crops","Haiti","Yield","Sweet potatoes","1968","hg/ha","52000"
"Crops","Haiti","Yield","Sweet potatoes","1969","hg/ha","52083"
"Crops","Haiti","Yield","Sweet potatoes","1970","hg/ha","52000"
"Crops","Haiti","Yield","Sweet potatoes","1971","hg/ha","51923"
"Crops","Haiti","Yield","Sweet potatoes","1972","hg/ha","52083"
"Crops","Haiti","Yield","Sweet potatoes","1973","hg/ha","51923"
"Crops","Haiti","Yield","Sweet potatoes","1974","hg/ha","52727"
"Crops","Haiti","Yield","Sweet potatoes","1975","hg/ha","51695"
"Crops","Haiti","Yield","Sweet potatoes","1976","hg/ha","52459"
"Crops","Haiti","Yield","Sweet potatoes","1977","hg/ha","55000"
"Crops","Haiti","Yield","Sweet potatoes","1978","hg/ha","55001"
"Crops","Haiti","Yield","Sweet potatoes","1979","hg/ha","42346"
"Crops","Haiti","Yield","Sweet potatoes","1980","hg/ha","44714"
"Crops","Haiti","Yield","Sweet potatoes","1981","hg/ha","44063"
"Crops","Haiti","Yield","Sweet potatoes","1982","hg/ha","48154"
"Crops","Haiti","Yield","Sweet potatoes","1983","hg/ha","49429"
"Crops","Haiti","Yield","Sweet potatoes","1984","hg/ha","50000"
"Crops","Haiti","Yield","Sweet potatoes","1985","hg/ha","35556"
"Crops","Haiti","Yield","Sweet potatoes","1986","hg/ha","40000"
"Crops","Haiti","Yield","Sweet potatoes","1987","hg/ha","40000"
"Crops","Haiti","Yield","Sweet potatoes","1988","hg/ha","35135"
"Crops","Haiti","Yield","Sweet potatoes","1989","hg/ha","35294"
"Crops","Haiti","Yield","Sweet potatoes","1990","hg/ha","34921"
"Crops","Haiti","Yield","Sweet potatoes","1991","hg/ha","30303"
"Crops","Haiti","Yield","Sweet potatoes","1992","hg/ha","31030"
"Crops","Haiti","Yield","Sweet potatoes","1993","hg/ha","31148"
"Crops","Haiti","Yield","Sweet potatoes","1994","hg/ha","30833"
"Crops","Haiti","Yield","Sweet potatoes","1995","hg/ha","30540"
"Crops","Haiti","Yield","Sweet potatoes","1996","hg/ha","30000"
"Crops","Haiti","Yield","Sweet potatoes","1997","hg/ha","30189"
"Crops","Haiti","Yield","Sweet potatoes","1998","hg/ha","29609"
"Crops","Haiti","Yield","Sweet potatoes","1999","hg/ha","29655"
"Crops","Haiti","Yield","Sweet potatoes","2000","hg/ha","30000"
"Crops","Haiti","Yield","Sweet potatoes","2001","hg/ha","30261"
"Crops","Haiti","Yield","Sweet potatoes","2002","hg/ha","30172"
"Crops","Haiti","Yield","Sweet potatoes","2003","hg/ha","32397"
"Crops","Haiti","Yield","Sweet potatoes","2004","hg/ha","32955"
"Crops","Haiti","Yield","Sweet potatoes","2005","hg/ha","30030"
"Crops","Haiti","Yield","Sweet potatoes","2006","hg/ha","34655"
"Crops","Haiti","Yield","Sweet potatoes","2007","hg/ha","30014"
"Crops","Haiti","Yield","Sweet potatoes","2008","hg/ha","30026"
"Crops","Haiti","Yield","Sweet potatoes","2009","hg/ha","39223"
"Crops","Haiti","Yield","Sweet potatoes","2010","hg/ha","45936"
"Crops","Haiti","Yield","Sweet potatoes","2011","hg/ha","51315"
"Crops","Haiti","Yield","Sweet potatoes","2012","hg/ha","57000"
"Crops","Haiti","Yield","Sweet potatoes","2013","hg/ha","90938"
"Crops","Haiti","Yield","Sweet potatoes","2014","hg/ha","56029"
"Crops","Haiti","Yield","Sweet potatoes","2015","hg/ha","55513"
"Crops","Haiti","Yield","Sweet potatoes","2016","hg/ha","53317"
"Crops","Haiti","Yield","Sweet potatoes","2017","hg/ha","50278"
"Crops","Haiti","Yield","Sweet potatoes","2018","hg/ha","17498"
"Crops","Haiti","Yield","Sweet potatoes","2019","hg/ha","45004"
"Crops","Haiti","Yield","Yams","1961","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1962","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1963","hg/ha","40488"
"Crops","Haiti","Yield","Yams","1964","hg/ha","40476"
"Crops","Haiti","Yield","Yams","1965","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1966","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1967","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1968","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1969","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1970","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1971","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1972","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1973","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1974","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1975","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1976","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1977","hg/ha","39655"
"Crops","Haiti","Yield","Yams","1978","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1979","hg/ha","32743"
"Crops","Haiti","Yield","Yams","1980","hg/ha","32353"
"Crops","Haiti","Yield","Yams","1981","hg/ha","32857"
"Crops","Haiti","Yield","Yams","1982","hg/ha","32857"
"Crops","Haiti","Yield","Yams","1983","hg/ha","33333"
"Crops","Haiti","Yield","Yams","1984","hg/ha","33333"
"Crops","Haiti","Yield","Yams","1985","hg/ha","34722"
"Crops","Haiti","Yield","Yams","1986","hg/ha","37500"
"Crops","Haiti","Yield","Yams","1987","hg/ha","40000"
"Crops","Haiti","Yield","Yams","1988","hg/ha","45161"
"Crops","Haiti","Yield","Yams","1989","hg/ha","48387"
"Crops","Haiti","Yield","Yams","1990","hg/ha","50000"
"Crops","Haiti","Yield","Yams","1991","hg/ha","52778"
"Crops","Haiti","Yield","Yams","1992","hg/ha","54895"
"Crops","Haiti","Yield","Yams","1993","hg/ha","55556"
"Crops","Haiti","Yield","Yams","1994","hg/ha","50000"
"Crops","Haiti","Yield","Yams","1995","hg/ha","50000"
"Crops","Haiti","Yield","Yams","1996","hg/ha","50000"
"Crops","Haiti","Yield","Yams","1997","hg/ha","50000"
"Crops","Haiti","Yield","Yams","1998","hg/ha","54802"
"Crops","Haiti","Yield","Yams","1999","hg/ha","54167"
"Crops","Haiti","Yield","Yams","2000","hg/ha","54201"
"Crops","Haiti","Yield","Yams","2001","hg/ha","56286"
"Crops","Haiti","Yield","Yams","2002","hg/ha","56790"
"Crops","Haiti","Yield","Yams","2003","hg/ha","57097"
"Crops","Haiti","Yield","Yams","2004","hg/ha","54972"
"Crops","Haiti","Yield","Yams","2005","hg/ha","55000"
"Crops","Haiti","Yield","Yams","2006","hg/ha","59154"
"Crops","Haiti","Yield","Yams","2007","hg/ha","54762"
"Crops","Haiti","Yield","Yams","2008","hg/ha","54651"
"Crops","Haiti","Yield","Yams","2009","hg/ha","63217"
"Crops","Haiti","Yield","Yams","2010","hg/ha","69463"
"Crops","Haiti","Yield","Yams","2011","hg/ha","74395"
"Crops","Haiti","Yield","Yams","2012","hg/ha","79598"
"Crops","Haiti","Yield","Yams","2013","hg/ha","110560"
"Crops","Haiti","Yield","Yams","2014","hg/ha","72088"
"Crops","Haiti","Yield","Yams","2015","hg/ha","68298"
"Crops","Haiti","Yield","Yams","2016","hg/ha","64131"
"Crops","Haiti","Yield","Yams","2017","hg/ha","60302"
"Crops","Haiti","Yield","Yams","2018","hg/ha","10532"
"Crops","Haiti","Yield","Yams","2019","hg/ha","55392"
"Crops","Honduras","Yield","Cassava","1961","hg/ha","53214"
"Crops","Honduras","Yield","Cassava","1962","hg/ha","55315"
"Crops","Honduras","Yield","Cassava","1963","hg/ha","57425"
"Crops","Honduras","Yield","Cassava","1964","hg/ha","59523"
"Crops","Honduras","Yield","Cassava","1965","hg/ha","61639"
"Crops","Honduras","Yield","Cassava","1966","hg/ha","63744"
"Crops","Honduras","Yield","Cassava","1967","hg/ha","59585"
"Crops","Honduras","Yield","Cassava","1968","hg/ha","68321"
"Crops","Honduras","Yield","Cassava","1969","hg/ha","64276"
"Crops","Honduras","Yield","Cassava","1970","hg/ha","74327"
"Crops","Honduras","Yield","Cassava","1971","hg/ha","72222"
"Crops","Honduras","Yield","Cassava","1972","hg/ha","69908"
"Crops","Honduras","Yield","Cassava","1973","hg/ha","39770"
"Crops","Honduras","Yield","Cassava","1974","hg/ha","34219"
"Crops","Honduras","Yield","Cassava","1975","hg/ha","31986"
"Crops","Honduras","Yield","Cassava","1976","hg/ha","29897"
"Crops","Honduras","Yield","Cassava","1977","hg/ha","27942"
"Crops","Honduras","Yield","Cassava","1978","hg/ha","26131"
"Crops","Honduras","Yield","Cassava","1979","hg/ha","28715"
"Crops","Honduras","Yield","Cassava","1980","hg/ha","55587"
"Crops","Honduras","Yield","Cassava","1981","hg/ha","51988"
"Crops","Honduras","Yield","Cassava","1982","hg/ha","81388"
"Crops","Honduras","Yield","Cassava","1983","hg/ha","76925"
"Crops","Honduras","Yield","Cassava","1984","hg/ha","80000"
"Crops","Honduras","Yield","Cassava","1985","hg/ha","80000"
"Crops","Honduras","Yield","Cassava","1986","hg/ha","80220"
"Crops","Honduras","Yield","Cassava","1987","hg/ha","79570"
"Crops","Honduras","Yield","Cassava","1988","hg/ha","79570"
"Crops","Honduras","Yield","Cassava","1989","hg/ha","79418"
"Crops","Honduras","Yield","Cassava","1990","hg/ha","79680"
"Crops","Honduras","Yield","Cassava","1991","hg/ha","76776"
"Crops","Honduras","Yield","Cassava","1992","hg/ha","77191"
"Crops","Honduras","Yield","Cassava","1993","hg/ha","71259"
"Crops","Honduras","Yield","Cassava","1994","hg/ha","67914"
"Crops","Honduras","Yield","Cassava","1995","hg/ha","61306"
"Crops","Honduras","Yield","Cassava","1996","hg/ha","56855"
"Crops","Honduras","Yield","Cassava","1997","hg/ha","50058"
"Crops","Honduras","Yield","Cassava","1998","hg/ha","46585"
"Crops","Honduras","Yield","Cassava","1999","hg/ha","40120"
"Crops","Honduras","Yield","Cassava","2000","hg/ha","39900"
"Crops","Honduras","Yield","Cassava","2001","hg/ha","39716"
"Crops","Honduras","Yield","Cassava","2002","hg/ha","34738"
"Crops","Honduras","Yield","Cassava","2003","hg/ha","32648"
"Crops","Honduras","Yield","Cassava","2004","hg/ha","38661"
"Crops","Honduras","Yield","Cassava","2005","hg/ha","40000"
"Crops","Honduras","Yield","Cassava","2006","hg/ha","40196"
"Crops","Honduras","Yield","Cassava","2007","hg/ha","51254"
"Crops","Honduras","Yield","Cassava","2008","hg/ha","57405"
"Crops","Honduras","Yield","Cassava","2009","hg/ha","65876"
"Crops","Honduras","Yield","Cassava","2010","hg/ha","63483"
"Crops","Honduras","Yield","Cassava","2011","hg/ha","77259"
"Crops","Honduras","Yield","Cassava","2012","hg/ha","70134"
"Crops","Honduras","Yield","Cassava","2013","hg/ha","75900"
"Crops","Honduras","Yield","Cassava","2014","hg/ha","79841"
"Crops","Honduras","Yield","Cassava","2015","hg/ha","84676"
"Crops","Honduras","Yield","Cassava","2016","hg/ha","87806"
"Crops","Honduras","Yield","Cassava","2017","hg/ha","90929"
"Crops","Honduras","Yield","Cassava","2018","hg/ha","94110"
"Crops","Honduras","Yield","Cassava","2019","hg/ha","97349"
"Crops","Honduras","Yield","Maize","1961","hg/ha","10253"
"Crops","Honduras","Yield","Maize","1962","hg/ha","10526"
"Crops","Honduras","Yield","Maize","1963","hg/ha","10806"
"Crops","Honduras","Yield","Maize","1964","hg/ha","11086"
"Crops","Honduras","Yield","Maize","1965","hg/ha","11366"
"Crops","Honduras","Yield","Maize","1966","hg/ha","11966"
"Crops","Honduras","Yield","Maize","1967","hg/ha","11971"
"Crops","Honduras","Yield","Maize","1968","hg/ha","11975"
"Crops","Honduras","Yield","Maize","1969","hg/ha","11979"
"Crops","Honduras","Yield","Maize","1970","hg/ha","11984"
"Crops","Honduras","Yield","Maize","1971","hg/ha","11988"
"Crops","Honduras","Yield","Maize","1972","hg/ha","11993"
"Crops","Honduras","Yield","Maize","1973","hg/ha","11935"
"Crops","Honduras","Yield","Maize","1974","hg/ha","12001"
"Crops","Honduras","Yield","Maize","1975","hg/ha","10835"
"Crops","Honduras","Yield","Maize","1976","hg/ha","10206"
"Crops","Honduras","Yield","Maize","1977","hg/ha","9352"
"Crops","Honduras","Yield","Maize","1978","hg/ha","9589"
"Crops","Honduras","Yield","Maize","1979","hg/ha","10371"
"Crops","Honduras","Yield","Maize","1980","hg/ha","11455"
"Crops","Honduras","Yield","Maize","1981","hg/ha","14237"
"Crops","Honduras","Yield","Maize","1982","hg/ha","13451"
"Crops","Honduras","Yield","Maize","1983","hg/ha","14851"
"Crops","Honduras","Yield","Maize","1984","hg/ha","13545"
"Crops","Honduras","Yield","Maize","1985","hg/ha","14650"
"Crops","Honduras","Yield","Maize","1986","hg/ha","13972"
"Crops","Honduras","Yield","Maize","1987","hg/ha","15211"
"Crops","Honduras","Yield","Maize","1988","hg/ha","13193"
"Crops","Honduras","Yield","Maize","1989","hg/ha","14527"
"Crops","Honduras","Yield","Maize","1990","hg/ha","15188"
"Crops","Honduras","Yield","Maize","1991","hg/ha","13185"
"Crops","Honduras","Yield","Maize","1992","hg/ha","12942"
"Crops","Honduras","Yield","Maize","1993","hg/ha","13694"
"Crops","Honduras","Yield","Maize","1994","hg/ha","13837"
"Crops","Honduras","Yield","Maize","1995","hg/ha","16396"
"Crops","Honduras","Yield","Maize","1996","hg/ha","16180"
"Crops","Honduras","Yield","Maize","1997","hg/ha","15591"
"Crops","Honduras","Yield","Maize","1998","hg/ha","10557"
"Crops","Honduras","Yield","Maize","1999","hg/ha","12249"
"Crops","Honduras","Yield","Maize","2000","hg/ha","14360"
"Crops","Honduras","Yield","Maize","2001","hg/ha","14992"
"Crops","Honduras","Yield","Maize","2002","hg/ha","13655"
"Crops","Honduras","Yield","Maize","2003","hg/ha","15572"
"Crops","Honduras","Yield","Maize","2004","hg/ha","13855"
"Crops","Honduras","Yield","Maize","2005","hg/ha","15387"
"Crops","Honduras","Yield","Maize","2006","hg/ha","15394"
"Crops","Honduras","Yield","Maize","2007","hg/ha","16922"
"Crops","Honduras","Yield","Maize","2008","hg/ha","16885"
"Crops","Honduras","Yield","Maize","2009","hg/ha","17503"
"Crops","Honduras","Yield","Maize","2010","hg/ha","16504"
"Crops","Honduras","Yield","Maize","2011","hg/ha","16593"
"Crops","Honduras","Yield","Maize","2012","hg/ha","15795"
"Crops","Honduras","Yield","Maize","2013","hg/ha","16183"
"Crops","Honduras","Yield","Maize","2014","hg/ha","18571"
"Crops","Honduras","Yield","Maize","2015","hg/ha","17823"
"Crops","Honduras","Yield","Maize","2016","hg/ha","18571"
"Crops","Honduras","Yield","Maize","2017","hg/ha","17939"
"Crops","Honduras","Yield","Maize","2018","hg/ha","18065"
"Crops","Honduras","Yield","Maize","2019","hg/ha","18214"
"Crops","Honduras","Yield","Plantains and others","1961","hg/ha","145691"
"Crops","Honduras","Yield","Plantains and others","1962","hg/ha","153006"
"Crops","Honduras","Yield","Plantains and others","1963","hg/ha","160384"
"Crops","Honduras","Yield","Plantains and others","1964","hg/ha","167698"
"Crops","Honduras","Yield","Plantains and others","1965","hg/ha","175051"
"Crops","Honduras","Yield","Plantains and others","1966","hg/ha","182366"
"Crops","Honduras","Yield","Plantains and others","1967","hg/ha","195735"
"Crops","Honduras","Yield","Plantains and others","1968","hg/ha","192452"
"Crops","Honduras","Yield","Plantains and others","1969","hg/ha","180188"
"Crops","Honduras","Yield","Plantains and others","1970","hg/ha","131775"
"Crops","Honduras","Yield","Plantains and others","1971","hg/ha","132283"
"Crops","Honduras","Yield","Plantains and others","1972","hg/ha","135813"
"Crops","Honduras","Yield","Plantains and others","1973","hg/ha","149541"
"Crops","Honduras","Yield","Plantains and others","1974","hg/ha","125336"
"Crops","Honduras","Yield","Plantains and others","1975","hg/ha","104623"
"Crops","Honduras","Yield","Plantains and others","1976","hg/ha","114951"
"Crops","Honduras","Yield","Plantains and others","1977","hg/ha","109071"
"Crops","Honduras","Yield","Plantains and others","1978","hg/ha","102862"
"Crops","Honduras","Yield","Plantains and others","1979","hg/ha","107085"
"Crops","Honduras","Yield","Plantains and others","1980","hg/ha","166361"
"Crops","Honduras","Yield","Plantains and others","1981","hg/ha","141899"
"Crops","Honduras","Yield","Plantains and others","1982","hg/ha","76306"
"Crops","Honduras","Yield","Plantains and others","1983","hg/ha","79031"
"Crops","Honduras","Yield","Plantains and others","1984","hg/ha","120545"
"Crops","Honduras","Yield","Plantains and others","1985","hg/ha","127105"
"Crops","Honduras","Yield","Plantains and others","1986","hg/ha","138115"
"Crops","Honduras","Yield","Plantains and others","1987","hg/ha","133208"
"Crops","Honduras","Yield","Plantains and others","1988","hg/ha","108069"
"Crops","Honduras","Yield","Plantains and others","1989","hg/ha","147890"
"Crops","Honduras","Yield","Plantains and others","1990","hg/ha","149570"
"Crops","Honduras","Yield","Plantains and others","1991","hg/ha","153416"
"Crops","Honduras","Yield","Plantains and others","1992","hg/ha","140017"
"Crops","Honduras","Yield","Plantains and others","1993","hg/ha","144636"
"Crops","Honduras","Yield","Plantains and others","1994","hg/ha","171911"
"Crops","Honduras","Yield","Plantains and others","1995","hg/ha","166370"
"Crops","Honduras","Yield","Plantains and others","1996","hg/ha","163476"
"Crops","Honduras","Yield","Plantains and others","1997","hg/ha","146964"
"Crops","Honduras","Yield","Plantains and others","1998","hg/ha","126148"
"Crops","Honduras","Yield","Plantains and others","1999","hg/ha","108108"
"Crops","Honduras","Yield","Plantains and others","2000","hg/ha","89864"
"Crops","Honduras","Yield","Plantains and others","2001","hg/ha","87408"
"Crops","Honduras","Yield","Plantains and others","2002","hg/ha","87324"
"Crops","Honduras","Yield","Plantains and others","2003","hg/ha","86385"
"Crops","Honduras","Yield","Plantains and others","2004","hg/ha","85420"
"Crops","Honduras","Yield","Plantains and others","2005","hg/ha","84440"
"Crops","Honduras","Yield","Plantains and others","2006","hg/ha","89857"
"Crops","Honduras","Yield","Plantains and others","2007","hg/ha","85951"
"Crops","Honduras","Yield","Plantains and others","2008","hg/ha","86715"
"Crops","Honduras","Yield","Plantains and others","2009","hg/ha","98922"
"Crops","Honduras","Yield","Plantains and others","2010","hg/ha","108014"
"Crops","Honduras","Yield","Plantains and others","2011","hg/ha","119975"
"Crops","Honduras","Yield","Plantains and others","2012","hg/ha","119965"
"Crops","Honduras","Yield","Plantains and others","2013","hg/ha","121421"
"Crops","Honduras","Yield","Plantains and others","2014","hg/ha","120788"
"Crops","Honduras","Yield","Plantains and others","2015","hg/ha","122129"
"Crops","Honduras","Yield","Plantains and others","2016","hg/ha","126442"
"Crops","Honduras","Yield","Plantains and others","2017","hg/ha","128750"
"Crops","Honduras","Yield","Plantains and others","2018","hg/ha","131020"
"Crops","Honduras","Yield","Plantains and others","2019","hg/ha","133283"
"Crops","Honduras","Yield","Potatoes","1961","hg/ha","45586"
"Crops","Honduras","Yield","Potatoes","1962","hg/ha","48237"
"Crops","Honduras","Yield","Potatoes","1963","hg/ha","50941"
"Crops","Honduras","Yield","Potatoes","1964","hg/ha","53161"
"Crops","Honduras","Yield","Potatoes","1965","hg/ha","56071"
"Crops","Honduras","Yield","Potatoes","1966","hg/ha","55388"
"Crops","Honduras","Yield","Potatoes","1967","hg/ha","55814"
"Crops","Honduras","Yield","Potatoes","1968","hg/ha","61387"
"Crops","Honduras","Yield","Potatoes","1969","hg/ha","64662"
"Crops","Honduras","Yield","Potatoes","1970","hg/ha","68082"
"Crops","Honduras","Yield","Potatoes","1971","hg/ha","71694"
"Crops","Honduras","Yield","Potatoes","1972","hg/ha","75477"
"Crops","Honduras","Yield","Potatoes","1973","hg/ha","54535"
"Crops","Honduras","Yield","Potatoes","1974","hg/ha","54486"
"Crops","Honduras","Yield","Potatoes","1975","hg/ha","54403"
"Crops","Honduras","Yield","Potatoes","1976","hg/ha","54223"
"Crops","Honduras","Yield","Potatoes","1977","hg/ha","54024"
"Crops","Honduras","Yield","Potatoes","1978","hg/ha","71683"
"Crops","Honduras","Yield","Potatoes","1979","hg/ha","106448"
"Crops","Honduras","Yield","Potatoes","1980","hg/ha","135000"
"Crops","Honduras","Yield","Potatoes","1981","hg/ha","103750"
"Crops","Honduras","Yield","Potatoes","1982","hg/ha","127690"
"Crops","Honduras","Yield","Potatoes","1983","hg/ha","126667"
"Crops","Honduras","Yield","Potatoes","1984","hg/ha","124706"
"Crops","Honduras","Yield","Potatoes","1985","hg/ha","124444"
"Crops","Honduras","Yield","Potatoes","1986","hg/ha","124211"
"Crops","Honduras","Yield","Potatoes","1987","hg/ha","126316"
"Crops","Honduras","Yield","Potatoes","1988","hg/ha","116389"
"Crops","Honduras","Yield","Potatoes","1989","hg/ha","132693"
"Crops","Honduras","Yield","Potatoes","1990","hg/ha","113100"
"Crops","Honduras","Yield","Potatoes","1991","hg/ha","125268"
"Crops","Honduras","Yield","Potatoes","1992","hg/ha","168751"
"Crops","Honduras","Yield","Potatoes","1993","hg/ha","114676"
"Crops","Honduras","Yield","Potatoes","1994","hg/ha","107494"
"Crops","Honduras","Yield","Potatoes","1995","hg/ha","108075"
"Crops","Honduras","Yield","Potatoes","1996","hg/ha","129047"
"Crops","Honduras","Yield","Potatoes","1997","hg/ha","132880"
"Crops","Honduras","Yield","Potatoes","1998","hg/ha","129694"
"Crops","Honduras","Yield","Potatoes","1999","hg/ha","105190"
"Crops","Honduras","Yield","Potatoes","2000","hg/ha","163204"
"Crops","Honduras","Yield","Potatoes","2001","hg/ha","170700"
"Crops","Honduras","Yield","Potatoes","2002","hg/ha","165543"
"Crops","Honduras","Yield","Potatoes","2003","hg/ha","181102"
"Crops","Honduras","Yield","Potatoes","2004","hg/ha","172745"
"Crops","Honduras","Yield","Potatoes","2005","hg/ha","161908"
"Crops","Honduras","Yield","Potatoes","2006","hg/ha","162963"
"Crops","Honduras","Yield","Potatoes","2007","hg/ha","181923"
"Crops","Honduras","Yield","Potatoes","2008","hg/ha","210827"
"Crops","Honduras","Yield","Potatoes","2009","hg/ha","166654"
"Crops","Honduras","Yield","Potatoes","2010","hg/ha","146252"
"Crops","Honduras","Yield","Potatoes","2011","hg/ha","159629"
"Crops","Honduras","Yield","Potatoes","2012","hg/ha","142073"
"Crops","Honduras","Yield","Potatoes","2013","hg/ha","163891"
"Crops","Honduras","Yield","Potatoes","2014","hg/ha","141667"
"Crops","Honduras","Yield","Potatoes","2015","hg/ha","141667"
"Crops","Honduras","Yield","Potatoes","2016","hg/ha","141667"
"Crops","Honduras","Yield","Potatoes","2017","hg/ha","148664"
"Crops","Honduras","Yield","Potatoes","2018","hg/ha","147998"
"Crops","Honduras","Yield","Potatoes","2019","hg/ha","143907"
"Crops","Honduras","Yield","Rice, paddy","1961","hg/ha","13135"
"Crops","Honduras","Yield","Rice, paddy","1962","hg/ha","12803"
"Crops","Honduras","Yield","Rice, paddy","1963","hg/ha","12471"
